genome	Clade1	Clade2	Subclade	Subgroup	Order	Family	Genus	Species	reference	type_strain_Freel_2024	type	depth_cat	latitude_cat	longhurst_code	description	habitat_type	waterbody_name	habitat_source
AG-390-D15	I	Ia	Ia.4	Ib.4.N2	Pelagibacterales	Pelagibacteraceae	Pantolocipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-390-M02	I	Ia	Ia.4	Ib.4.N2	Pelagibacterales	Pelagibacteraceae	Pantolocipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-390-J13	I	Ia	Ia.4	Ib.4.N2	Pelagibacterales	Pelagibacteraceae	Pantolocipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
SAG-MED11	I	Ia	Ia.4	Ib.4.N2	Pelagibacterales	Pelagibacteraceae	Pantolocipelagibacter	NA	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020)	NA	SAG	0-100m	northern_temperate	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	marine	Mediterranean Sea	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020); coordinate in table; Longhurst MEDI; inferred waterbody Mediterranean Sea
AG-916-G19	I	Ia	Ia.4	Ib.4.N2	Pelagibacterales	Pelagibacteraceae	Pantolocipelagibacter	undulae	Pachiadaki et al., (2019)	TRUE	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-893-F11	I	Ia	Ia.4	Ib.4.N3	Pelagibacterales	Pelagibacteraceae	Proventuspelagibacter	oceanicus	Pachiadaki et al., (2019)	TRUE	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-892-K05	I	Ia	Ia.4	Ib.4.N8	Pelagibacterales	Pelagibacteraceae	Mediuspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-912-C08	I	Ia	Ia.4	Ib.4.N8	Pelagibacterales	Pelagibacteraceae	Mediuspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-899-G02	I	Ia	Ia.4	Ib.4.N8	Pelagibacterales	Pelagibacteraceae	Mediuspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-900-K21	I	Ia	Ia.4	Ib.4.N8	Pelagibacterales	Pelagibacteraceae	Mediuspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-908-F20	I	Ia	Ia.4	Ib.4.N8	Pelagibacterales	Pelagibacteraceae	Mediuspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-894-L13	I	Ia	Ia.4	Ib.4.N8	Pelagibacterales	Pelagibacteraceae	Mediuspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-895-J19	I	Ia	Ia.4	Ib.4.N8	Pelagibacterales	Pelagibacteraceae	Mediuspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-461-M18	I	Ib	Ib.4	Ib.4.N8	Pelagibacterales	Pelagibacteraceae	Mediuspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_temperate	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean
AG-893-K09	I	Ib	Ib.4	Ib.4.N8	Pelagibacterales	Pelagibacteraceae	Mediuspelagibacter	bermudensis	Pachiadaki et al., (2019)	TRUE	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-901-I21	I	Ib	Ib.4	Ib.4.N8	Pelagibacterales	Pelagibacteraceae	Mediuspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-917-M15	I	Ib	Ib.4	Ib.4.N8	Pelagibacterales	Pelagibacteraceae	Mediuspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-909-A17	I	Ib	Ib.4	Ib.4.N8	Pelagibacterales	Pelagibacteraceae	Mediuspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-920-I06	I	Ib	Ib.4	Ib.4.N8	Pelagibacterales	Pelagibacteraceae	Mediuspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-917-B07	I	Ib	Ib.4	Ib.4.N8	Pelagibacterales	Pelagibacteraceae	Mediuspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-920-L19	I	Ib	Ib.4	Ib.4.N8	Pelagibacterales	Pelagibacteraceae	Mediuspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AH-324-B10	I	Ib	Ib.4	Ib.4.N8	Pelagibacterales	Pelagibacteraceae	Mediuspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_tropical	PEQD	Trades - Pacific Equatorial Divergence Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst PEQD; inferred waterbody South Pacific Ocean
AG-430-F16	I	Ib	Ib.4	Ib.4.N9	Pelagibacterales	Pelagibacteraceae	Amplipelagibacter	globalis	Pachiadaki et al., (2019)	TRUE	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-430-J04	I	Ib	Ib.4	Ib.4.N9	Pelagibacterales	Pelagibacteraceae	Amplipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-907-E04	I	Ib	Ib.4	Ib.4.N9	Pelagibacterales	Pelagibacteraceae	Amplipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-914-A09	I	Ib	Ib.4	Ib.4.N9	Pelagibacterales	Pelagibacteraceae	Amplipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-453-K22	I	Ib	Ib.4	Ib.4.N9	Pelagibacterales	Pelagibacteraceae	Amplipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_temperate	AUSE	Coastal - East Australian Coastal Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst AUSE; inferred waterbody South Pacific Ocean
AG-916-O13	I	Ib	Ib.4	Ib.4.N9	Pelagibacterales	Pelagibacteraceae	Amplipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-903-K07	I	Ib	Ib.4	Ib.4.N9	Pelagibacterales	Pelagibacteraceae	Amplipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-325-C21	I	Ib	Ib.5	Ib.5	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_tropical	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean
SAG-MED15	I	Ib	Ib.5	Ib.5	Pelagibacterales	Pelagibacteraceae	NA	NA	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020)	NA	SAG	0-100m	northern_temperate	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	marine	Mediterranean Sea	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020); coordinate in table; Longhurst MEDI; inferred waterbody Mediterranean Sea
AG-422-N15	I	Ib	Ib.5	Ib.5	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NATR; inferred waterbody North Atlantic Ocean
AG-349-I05	I	Ib	Ib.5	Ib.N11	Pelagibacterales	Pelagibacteraceae	Rubeuspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	North Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NPTG; inferred waterbody North Pacific Ocean
AG-430-I18	I	Ib	Ib.5	Ib.N11	Pelagibacterales	Pelagibacteraceae	Rubeuspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-914-L20	I	Ib	Ib.5	Ib.N11	Pelagibacterales	Pelagibacteraceae	Rubeuspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AH-324-E14	I	Ib	Ib.5	Ib.N11	Pelagibacterales	Pelagibacteraceae	Rubeuspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_tropical	PEQD	Trades - Pacific Equatorial Divergence Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst PEQD; inferred waterbody South Pacific Ocean
AG-911-N14	I	Ib	Ib.5	Ib.N11	Pelagibacterales	Pelagibacteraceae	Rubeuspelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-414-E02	I	Ic	Ic.2	Ic.2	Pelagibacterales	Mesopelagibacteraceae	Mesopelagibacter	carboxydoxivorans	Pachiadaki et al., (2019)	TRUE	SAG	100-200m	northern_temperate	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NATR; inferred waterbody North Atlantic Ocean
ARS1	I	Ic	Ic.2	Ic.2	Pelagibacterales	Mesopelagibacteraceae	Mesopelagibacter	NA	Tully et al. (2018)	NA	MAG	NA	NA	NA	NA	marine	Northwest Arabian Sea Upwelling Province, Indian Ocean	NCBI BioSample SAMN07619612; Tully et al. (2018) metagenomic assembly
MED605	I	Ic	Ic.2	Ic.2	Pelagibacterales	Mesopelagibacteraceae	Mesopelagibacter	NA	Tully et al. (2018)	NA	MAG	NA	NA	NA	NA	marine	Mediterranean Sea	NCBI BioSample SAMN07619619; Tully et al. (2018) metagenomic assembly
AG-343-E17	II	IIa	IIa.A	IIa.A.1	Pelagibacterales	Cosmipelagibacteraceae	Anoxipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	100-200m	southern_temperate	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean
AG-439-C08	II	IIa	IIa.A	IIa.A.1	Pelagibacterales	Cosmipelagibacteraceae	Anoxipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_tropical	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NATR; inferred waterbody North Atlantic Ocean
AG-414-B15	II	IIa	IIa.A	IIa.A.1	Pelagibacterales	Cosmipelagibacteraceae	Anoxipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	100-200m	northern_temperate	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NATR; inferred waterbody North Atlantic Ocean
AG-365-B19	II	IIa	IIa.A	IIa.A.1	Pelagibacterales	Cosmipelagibacteraceae	Anoxipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-426-O05	II	IIa	IIa.A	IIa.A.1	Pelagibacterales	Cosmipelagibacteraceae	Anoxipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	GFST	Westerlies - Gulf Stream Province	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst GFST; inferred waterbody North Atlantic Ocean
AG-422-A21	II	IIa	IIa.A	IIa.A.1	Pelagibacterales	Cosmipelagibacteraceae	Anoxipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NATR; inferred waterbody North Atlantic Ocean
AG-426-I15	II	IIa	IIa.A	IIa.A.1	Pelagibacterales	Cosmipelagibacteraceae	Anoxipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	GFST	Westerlies - Gulf Stream Province	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst GFST; inferred waterbody North Atlantic Ocean
AG-430-F03	II	IIa	IIa.A	IIa.A.1	Pelagibacterales	Cosmipelagibacteraceae	Anoxipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-325-E20	II	IIa	IIa.A	IIa.A.2	Pelagibacterales	Cosmipelagibacteraceae	Anoxipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_tropical	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean
AG-904-F11	II	IIa	IIa.A	IIa.A.2	Pelagibacterales	Cosmipelagibacteraceae	Anoxipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-920-L07	II	IIa	IIa.A	IIa.A.2	Pelagibacterales	Cosmipelagibacteraceae	Anoxipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-422-L15	II	IIa	IIa.A	IIa.A.2	Pelagibacterales	Cosmipelagibacteraceae	Anoxipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NATR; inferred waterbody North Atlantic Ocean
AG-916-D16	II	IIa	IIa.A	IIa.A.2	Pelagibacterales	Cosmipelagibacteraceae	Anoxipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-912-D10	II	IIa	IIa.A	IIa.A.2	Pelagibacterales	Cosmipelagibacteraceae	Anoxipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-916-G03	II	IIa	IIa.A	IIa.A.2	Pelagibacterales	Cosmipelagibacteraceae	Anoxipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
MED-G40	II	IIa	IIa.A	IIa.A.2	Pelagibacterales	Cosmipelagibacteraceae	Anoxipelagibacter	NA	Haro-Moreno et al. (2018)	NA	MAG	NA	northern_temperate	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	marine	Mediterranean Sea	Haro-Moreno et al. (2018); coordinate in table; Longhurst MEDI; inferred waterbody Mediterranean Sea
AG-313-A04	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_tropical	CHIL	Coastal - Chile-Peru Current Coastal Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst CHIL; inferred waterbody South Pacific Ocean
AG-918-N23	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
HIMB058	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	malulaniensis	Brandon M.S. thesis (2006)	TRUE	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Brandon M.S. thesis (2006); coordinate in table; Longhurst NPTG; inferred waterbody Kaneohe Bay, Oahu, Pacific Ocean
AG-422-F15	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NATR; inferred waterbody North Atlantic Ocean
